"intnr","id","inttime","ctry","weight","compd","gdr","b_y","b_m","ageq","smas1","smas2","smas3","smas4","smas5","smas6","smas7","smas8","smas9","smas"
3453,7453,1976,"China",0.91818301207117,"20210505","Girl",2008,2,13,4,3,4,4,3,4,4,5,4,3.88888888888889
3454,7454,571,"China",0.91818301207117,"20210505","Girl",2007,5,14,5,5,5,5,5,5,5,5,5,5
3457,7457,565,"China",1.00668686928995,"20210505","Boy",2008,4,13,5,4,5,5,5,4,5,5,4,4.66666666666667
3460,7460,783,"China",1.1069717435208,"20210505","Girl",2008,5,13,5,4,5,4,4,5,4,4,5,4.44444444444444
3462,7462,1545,"China",1.1069717435208,"20210505","Girl",2009,2,12,4,5,5,4,4,5,5,4,5,4.55555555555556
3463,7463,266,"China",0.835001243046426,"20210505","Boy",2007,7,13,4,5,5,5,4,5,4,4,3,4.33333333333333
3467,7467,305,"China",1.00668686928995,"20210505","Boy",2008,4,13,5,4,4,5,4,5,4,5,5,4.55555555555556
3470,7470,315,"China",1.1069717435208,"20210505","Girl",2009,3,12,4,4,4,5,5,4,4,4,4,4.22222222222222
3471,7471,813,"China",1.1069717435208,"20210505","Girl",2008,5,13,5,4,5,5,4,5,5,4,5,4.66666666666667
3475,7475,791,"China",1.1069717435208,"20210505","Girl",2008,4,13,5,5,5,5,3,5,3,3,5,4.33333333333333
3479,7479,574,"China",1.00668686928995,"20210505","Boy",2008,10,12,5,5,5,4,3,4,4,2,4,4
3481,7481,601,"China",0.91818301207117,"20210505","Girl",2008,3,13,5,5,3,5,4,4,4,5,4,4.33333333333333
3482,7482,329,"China",1.06885639484151,"20210505","Boy",2007,2,14,4,4,4,3,4,4,4,2,3,3.55555555555556
3484,7484,420,"China",1.17533451867274,"20210505","Girl",2006,11,14,5,5,5,5,4,5,5,4,5,4.77777777777778
3489,7489,788,"China",1.00668686928995,"20210505","Boy",2008,10,12,5,4,4,5,4,4,5,4,5,4.44444444444444
3490,7490,407,"China",1.00668686928995,"20210505","Boy",2009,1,12,4,5,4,2,5,5,4,4,4,4.11111111111111
3493,7493,361,"China",1.00668686928995,"20210505","Boy",2008,11,12,4,5,3,3,5,2,4,3,5,3.77777777777778
3494,7494,631,"China",1.00668686928995,"20210505","Boy",2009,2,12,4,5,5,5,5,4,5,5,4,4.66666666666667
3498,7498,958,"China",0.835001243046426,"20210505","Boy",2008,3,13,4,3,4,3,3,4,3,3,5,3.55555555555556
3500,7500,603,"China",1.00668686928995,"20210505","Boy",2008,4,13,5,5,4,4,3,4,5,3,5,4.22222222222222
3504,7504,353,"China",0.835001243046426,"20210505","Boy",2007,7,13,5,4,5,5,4,5,4,4,5,4.55555555555556
3506,7506,684,"China",0.835001243046426,"20210505","Boy",2007,5,14,5,5,5,4,4,5,4,5,5,4.66666666666667
3507,7507,444,"China",1.06885639484151,"20210505","Boy",2007,3,14,5,5,5,5,4,5,4,4,4,4.55555555555556
3510,7510,425,"China",1.00668686928995,"20210505","Boy",2009,3,12,4,5,5,4,4,5,5,5,4,4.55555555555556
3511,7511,573,"China",1.00668686928995,"20210505","Boy",2008,8,12,3,4,2,4,3,5,3,2,4,3.33333333333333
3512,7512,636,"China",0.835001243046426,"20210505","Boy",2007,7,13,4,5,5,5,4,4,5,4,5,4.55555555555556
3513,7513,302,"China",0.91818301207117,"20210505","Girl",2007,4,14,4,5,4,4,4,5,4,4,5,4.33333333333333
3515,7515,499,"China",0.91818301207117,"20210505","Girl",2008,1,13,4,5,5,5,5,4,5,5,5,4.77777777777778
3516,7516,2552,"China",0.91818301207117,"20210505","Girl",2007,4,14,5,4,5,5,5,5,3,4,5,4.55555555555556
3518,7518,594,"China",1.00668686928995,"20210505","Boy",2008,7,12,5,4,4,5,1,5,5,5,5,4.33333333333333
3519,7519,1188,"China",0.835001243046426,"20210505","Boy",2007,4,14,4,4,4,3,4,3,4,4,5,3.88888888888889
3520,7520,434,"China",1.1069717435208,"20210505","Girl",2008,5,13,5,5,5,4,5,5,4,5,5,4.77777777777778
3521,7521,373,"China",0.91818301207117,"20210505","Girl",2008,3,13,4,5,4,5,4,4,5,5,4,4.44444444444444
3523,7523,519,"China",0.91818301207117,"20210505","Girl",2008,3,13,2,2,2,1,3,2,1,2,2,1.88888888888889
3524,7524,197,"China",0.91818301207117,"20210505","Girl",2007,5,14,4,4,4,3,4,3,4,3,2,3.44444444444444
3525,7525,518,"China",1.1069717435208,"20210505","Girl",2008,6,12,4,3,4,5,4,3,4,5,3,3.88888888888889
3528,7528,291,"China",0.91818301207117,"20210505","Girl",2008,2,13,3,3,4,3,5,5,5,4,4,4
3529,7529,546,"China",0.91818301207117,"20210505","Girl",2007,7,13,4,5,4,4,4,3,4,5,4,4.11111111111111
3536,7536,676,"China",1.06885639484151,"20210505","Boy",2007,3,14,4,4,4,5,4,4,4,4,4,4.11111111111111
3538,7538,1208,"China",0.835001243046426,"20210505","Boy",2008,2,13,4,4,4,4,4,4,4,4,4,4
3542,7542,439,"China",0.91818301207117,"20210505","Girl",2007,6,13,4,5,5,4,4,3,4,5,4,4.22222222222222
3543,7543,193,"China",1.00668686928995,"20210505","Boy",2009,2,12,4,4,4,5,4,4,5,4,5,4.33333333333333
3546,7546,374,"China",1.00668686928995,"20210505","Boy",2008,4,13,4,5,5,3,4,4,3,3,5,4
3547,7547,311,"China",1.00668686928995,"20210505","Boy",2008,6,12,4,4,3,4,4,3,3,3,3,3.44444444444444
3548,7548,887,"China",1.00668686928995,"20210505","Boy",2008,5,13,4,5,5,4,5,4,5,4,4,4.44444444444444
3549,7549,1137,"China",0.835001243046426,"20210505","Boy",2007,6,13,4,4,4,5,4,4,4,3,4,4
3550,7550,713,"China",1.17533451867274,"20210505","Girl",2006,8,14,4,4,5,5,5,4,4,4,5,4.44444444444444
3551,7551,792,"China",0.835001243046426,"20210505","Boy",2007,4,14,4,4,3,4,4,3,4,3,3,3.55555555555556
3555,7555,1221,"China",0.91818301207117,"20210505","Girl",2007,6,13,4,4,4,5,4,5,4,5,4,4.33333333333333
3556,7556,1342,"China",0.835001243046426,"20210505","Boy",2007,9,13,4,4,5,4,4,3,4,4,4,4
3557,7557,305,"China",0.835001243046426,"20210505","Boy",2008,3,13,5,4,4,4,4,4,5,4,5,4.33333333333333
3558,7558,264,"China",1.00668686928995,"20210505","Boy",2008,6,12,4,5,5,4,4,5,4,5,5,4.55555555555556
3565,7565,292,"China",0.91818301207117,"20210505","Girl",2007,9,13,3,4,3,5,4,3,4,4,4,3.77777777777778
3566,7566,1069,"China",1.1069717435208,"20210505","Girl",2008,6,12,5,5,5,5,5,4,5,4,5,4.77777777777778
3567,7567,1052,"China",0.91818301207117,"20210505","Girl",2008,2,13,2,2,3,2,3,2,2,3,2,2.33333333333333
3569,7569,378,"China",1.00668686928995,"20210505","Boy",2009,1,12,4,4,4,5,4,4,4,3,4,4
3571,7571,162,"China",0.91818301207117,"20210505","Girl",2007,6,13,4,4,4,4,4,4,5,5,5,4.33333333333333
3572,7572,966,"China",1.1069717435208,"20210505","Girl",2008,6,12,4,4,4,4,4,5,4,5,4,4.22222222222222
3574,7574,684,"China",1.1069717435208,"20210505","Girl",2008,7,12,5,4,4,5,3,4,5,3,5,4.22222222222222
3575,7575,319,"China",0.91818301207117,"20210505","Girl",2008,3,13,4,3,3,3,4,4,3,3,3,3.33333333333333
3576,7576,728,"China",0.91818301207117,"20210505","Girl",2007,10,13,4,4,4,2,4,5,4,3,5,3.88888888888889
3577,7577,945,"China",1.17533451867274,"20210505","Girl",2007,2,14,2,3,2,2,3,2,2,3,3,2.44444444444444
3578,7578,924,"China",0.835001243046426,"20210505","Boy",2007,9,13,4,5,3,4,3,4,5,4,4,4
3583,7583,678,"China",1.1069717435208,"20210505","Girl",2009,3,12,5,5,4,4,4,5,4,5,4,4.44444444444444
3584,7584,979,"China",0.91818301207117,"20210505","Girl",2008,2,13,2,2,2,1,3,2,2,3,3,2.22222222222222
3585,7585,582,"China",1.1069717435208,"20210505","Girl",2008,9,12,4,4,5,3,5,4,3,4,4,4
3587,7587,1303,"China",0.835001243046426,"20210505","Boy",2007,9,13,4,5,4,4,4,3,4,5,4,4.11111111111111
3588,7588,500,"China",1.1069717435208,"20210505","Girl",2008,5,13,4,4,4,4,4,4,4,4,4,4
3589,7589,969,"China",0.91818301207117,"20210505","Girl",2008,2,13,2,3,2,2,3,2,3,2,2,2.33333333333333
3590,7590,971,"China",0.91818301207117,"20210505","Girl",2007,8,13,4,4,4,4,4,4,5,5,4,4.22222222222222
3591,7591,847,"China",1.1069717435208,"20210505","Girl",2008,6,12,4,3,3,4,3,4,5,4,4,3.77777777777778
3592,7592,516,"China",1.00668686928995,"20210505","Boy",2008,4,13,4,4,4,4,4,4,4,4,4,4
3595,7595,706,"China",1.1069717435208,"20210505","Girl",2008,6,12,3,4,3,5,4,3,5,4,4,3.88888888888889
3596,7596,626,"China",0.835001243046426,"20210505","Boy",2007,4,14,4,5,5,4,5,4,5,4,4,4.44444444444444
3597,7597,909,"China",1.1069717435208,"20210505","Girl",2008,9,12,5,4,4,5,5,4,5,5,4,4.55555555555556
3598,7598,1022,"China",1.17533451867274,"20210505","Girl",2007,2,14,3,2,2,3,2,3,3,3,2,2.55555555555556
3599,7599,806,"China",0.835001243046426,"20210505","Boy",2008,3,13,4,4,5,4,4,4,5,5,4,4.33333333333333
3600,7600,1142,"China",1.00668686928995,"20210505","Boy",2008,10,12,4,5,3,4,4,5,4,3,4,4
3601,7601,1194,"China",1.17533451867274,"20210505","Girl",2007,2,14,5,5,5,5,5,5,5,5,5,5
3603,7603,948,"China",0.91818301207117,"20210505","Girl",2008,2,13,2,2,2,3,3,2,2,3,3,2.44444444444444
3605,7605,741,"China",1.06885639484151,"20210505","Boy",2007,3,14,4,5,5,4,4,5,4,5,5,4.55555555555556
3606,7606,689,"China",1.1069717435208,"20210505","Girl",2008,5,13,4,5,3,4,4,5,4,4,4,4.11111111111111
3607,7607,1125,"China",1.1069717435208,"20210505","Girl",2008,9,12,4,5,3,4,5,4,5,4,4,4.22222222222222
3608,7608,799,"China",0.91818301207117,"20210505","Girl",2007,7,13,4,4,4,4,4,4,5,5,5,4.33333333333333
3611,7611,613,"China",0.91818301207117,"20210505","Girl",2008,3,13,4,4,3,3,3,3,2,2,4,3.11111111111111
3612,7612,259,"China",0.91818301207117,"20210505","Girl",2007,5,14,3,4,4,3,4,4,4,3,3,3.55555555555556
3614,7614,1092,"China",0.91818301207117,"20210505","Girl",2007,9,13,4,5,5,4,5,4,5,4,4,4.44444444444444
3616,7616,669,"China",1.1069717435208,"20210505","Girl",2008,7,12,4,2,3,3,2,4,4,5,4,3.44444444444444
3618,7618,651,"China",1.1069717435208,"20210505","Girl",2008,8,12,5,5,5,5,4,5,4,4,5,4.66666666666667
3620,7620,602,"China",0.91818301207117,"20210505","Girl",2007,6,13,4,5,4,3,3,3,3,4,4,3.66666666666667
3621,7621,232,"China",0.91818301207117,"20210505","Girl",2008,3,13,3,4,4,5,5,4,4,3,5,4.11111111111111
3622,7622,865,"China",0.91818301207117,"20210505","Girl",2008,3,13,4,5,4,4,5,5,4,5,5,4.55555555555556
3623,7623,922,"China",0.835001243046426,"20210505","Boy",2007,4,14,4,4,4,4,4,4,4,4,4,4
3624,7624,786,"China",0.91818301207117,"20210505","Girl",2007,6,13,4,5,4,4,4,5,4,4,5,4.33333333333333
3625,7625,828,"China",0.91818301207117,"20210505","Girl",2008,2,13,2,3,2,2,3,2,2,3,2,2.33333333333333
3626,7626,1005,"China",1.1069717435208,"20210505","Girl",2008,10,12,4,5,3,5,4,5,3,5,5,4.33333333333333
3629,7629,724,"China",1.1069717435208,"20210505","Girl",2008,7,12,4,5,5,4,5,4,4,5,4,4.44444444444444
3633,7633,734,"China",0.91818301207117,"20210505","Girl",2008,2,13,2,3,2,3,3,2,3,2,3,2.55555555555556
3634,7634,629,"China",0.835001243046426,"20210505","Boy",2007,9,13,4,5,5,4,4,3,4,4,4,4.11111111111111
3635,7635,234,"China",0.835001243046426,"20210505","Boy",2008,2,13,5,5,4,5,4,4,5,4,5,4.55555555555556
3636,7636,613,"China",1.00668686928995,"20210505","Boy",2008,4,13,3,4,4,3,4,3,4,3,3,3.44444444444444
3640,7640,665,"China",0.835001243046426,"20210505","Boy",2007,9,13,4,5,4,4,3,4,4,5,3,4
3641,7641,364,"China",1.06885639484151,"20210505","Boy",2006,11,14,4,4,4,4,3,4,4,4,4,3.88888888888889
3642,7642,291,"China",1.1069717435208,"20210505","Girl",2008,6,12,4,5,3,4,4,4,5,4,4,4.11111111111111
3643,7643,929,"China",1.00668686928995,"20210505","Boy",2008,4,13,4,5,4,4,5,4,5,4,5,4.44444444444444
3644,7644,303,"China",0.91818301207117,"20210505","Girl",2007,4,14,3,4,3,5,4,4,5,4,4,4
3645,7645,627,"China",0.91818301207117,"20210505","Girl",2008,1,13,4,4,5,5,5,5,4,5,5,4.66666666666667
3646,7646,330,"China",1.00668686928995,"20210505","Boy",2008,4,13,3,2,3,4,2,3,3,3,3,2.88888888888889
3647,7647,881,"China",1.00668686928995,"20210505","Boy",2008,7,12,4,4,4,4,4,4,4,4,4,4
3648,7648,839,"China",1.1069717435208,"20210505","Girl",2008,10,12,4,5,4,3,5,3,3,4,5,4
3649,7649,692,"China",0.91818301207117,"20210505","Girl",2007,4,14,4,5,5,4,5,4,5,4,4,4.44444444444444
3650,7650,955,"China",1.1069717435208,"20210505","Girl",2008,7,12,4,2,4,3,4,3,4,3,3,3.33333333333333
3651,7651,504,"China",0.835001243046426,"20210505","Boy",2008,3,13,4,4,4,4,4,4,4,4,4,4
3653,7653,772,"China",1.1069717435208,"20210505","Girl",2008,7,12,4,3,4,3,4,3,4,3,3,3.44444444444444
3655,7655,400,"China",0.91818301207117,"20210505","Girl",2007,8,13,4,5,5,4,5,4,5,4,4,4.44444444444444
3656,7656,673,"China",1.17533451867274,"20210505","Girl",2007,2,14,4,5,5,4,5,4,5,4,4,4.44444444444444
3657,7657,751,"China",1.1069717435208,"20210505","Girl",2008,6,12,3,4,4,4,4,3,5,3,4,3.77777777777778
3658,7658,712,"China",1.1069717435208,"20210505","Girl",2008,10,12,4,5,4,5,5,4,4,5,4,4.44444444444444
3659,7659,696,"China",1.06885639484151,"20210505","Boy",2007,2,14,4,5,4,4,5,4,5,2,5,4.22222222222222
3661,7661,648,"China",0.835001243046426,"20210505","Boy",2008,3,13,5,4,5,5,4,5,4,4,4,4.44444444444444
3662,7662,937,"China",1.00668686928995,"20210505","Boy",2008,7,12,4,3,3,4,4,3,2,4,4,3.44444444444444
3663,7663,772,"China",1.1069717435208,"20210505","Girl",2008,11,12,4,4,4,4,3,4,4,3,3,3.66666666666667
3664,7664,583,"China",0.91818301207117,"20210505","Girl",2007,4,14,4,4,5,4,5,4,4,4,4,4.22222222222222
3666,7666,357,"China",1.1069717435208,"20210505","Girl",2008,11,12,5,5,5,5,4,5,4,4,4,4.55555555555556
3667,7667,1062,"China",1.1069717435208,"20210505","Girl",2008,10,12,4,5,4,4,3,4,4,4,5,4.11111111111111
3668,7668,598,"China",1.1069717435208,"20210505","Girl",2008,12,12,4,4,3,3,4,3,4,4,2,3.44444444444444
3669,7669,687,"China",0.835001243046426,"20210505","Boy",2008,3,13,4,5,5,4,5,4,5,4,4,4.44444444444444
3673,7673,559,"China",1.00668686928995,"20210505","Boy",2008,4,13,5,4,4,5,4,5,4,5,5,4.55555555555556
3675,7675,836,"China",1.00668686928995,"20210505","Boy",2009,3,12,4,5,5,4,5,5,4,4,5,4.55555555555556
3676,7676,566,"China",1.17533451867274,"20210505","Girl",2007,2,14,4,5,4,5,5,4,4,5,4,4.44444444444444
3678,7678,903,"China",1.1069717435208,"20210505","Girl",2008,4,13,4,5,5,4,4,5,4,4,5,4.44444444444444
3679,7679,635,"China",1.06885639484151,"20210505","Boy",2007,3,14,4,5,5,4,5,4,5,4,4,4.44444444444444
3680,7680,378,"China",1.06885639484151,"20210505","Boy",2006,6,14,4,5,5,5,4,5,5,4,5,4.66666666666667
3681,7681,702,"China",0.835001243046426,"20210505","Boy",2008,2,13,4,3,3,4,4,5,4,4,5,4
3682,7682,644,"China",0.835001243046426,"20210505","Boy",2008,3,13,5,4,4,4,4,5,5,5,4,4.44444444444444
3683,7683,698,"China",1.00668686928995,"20210505","Boy",2008,4,13,4,4,4,5,4,5,4,4,5,4.33333333333333
3684,7684,943,"China",1.17533451867274,"20210505","Girl",2007,3,14,4,5,5,5,4,5,5,4,4,4.55555555555556
3686,7686,342,"China",1.00668686928995,"20210505","Boy",2008,8,12,4,5,4,3,4,3,4,4,2,3.66666666666667
3688,7688,1362,"China",0.91818301207117,"20210505","Girl",2007,10,13,5,4,5,5,4,5,5,5,4,4.66666666666667
3689,7689,734,"China",1.00668686928995,"20210505","Boy",2008,9,12,5,4,5,5,5,5,5,3,5,4.66666666666667
3690,7690,702,"China",1.06885639484151,"20210505","Boy",2007,1,14,5,5,4,5,3,5,5,5,5,4.66666666666667
3692,7692,946,"China",0.835001243046426,"20210505","Boy",2008,2,13,4,5,4,4,4,4,5,4,5,4.33333333333333
3694,7694,474,"China",1.1069717435208,"20210505","Girl",2009,3,12,4,5,5,4,5,5,4,4,4,4.44444444444444
3695,7695,662,"China",0.91818301207117,"20210505","Girl",2007,4,14,4,5,5,5,4,5,5,5,5,4.77777777777778
3696,7696,357,"China",0.835001243046426,"20210505","Boy",2007,7,13,5,5,5,5,5,5,5,5,5,5
3698,7698,909,"China",1.00668686928995,"20210505","Boy",2008,10,12,4,5,5,5,4,4,3,4,4,4.22222222222222
3699,7699,278,"China",0.91818301207117,"20210505","Girl",2008,2,13,5,4,4,4,5,4,4,3,4,4.11111111111111
3701,7701,1021,"China",1.00668686928995,"20210505","Boy",2009,3,12,4,5,4,5,4,3,4,5,4,4.22222222222222
3702,7702,163,"China",1.1069717435208,"20210505","Girl",2008,6,12,4,3,4,3,4,3,4,3,4,3.55555555555556
3703,7703,729,"China",1.1069717435208,"20210505","Girl",2008,6,12,4,5,4,5,4,4,4,4,4,4.22222222222222
3704,7704,918,"China",1.00668686928995,"20210505","Boy",2008,8,12,4,3,3,4,3,4,3,4,4,3.55555555555556
3705,7705,4060,"China",0.91818301207117,"20210505","Girl",2007,10,13,5,5,5,5,5,5,5,4,4,4.77777777777778
3706,7706,1017,"China",1.1069717435208,"20210505","Girl",2009,2,12,4,5,5,4,3,3,3,4,4,3.88888888888889
3710,7710,706,"China",0.835001243046426,"20210505","Boy",2007,11,13,4,5,3,3,4,4,3,5,4,3.88888888888889
3711,7711,593,"China",1.1069717435208,"20210505","Girl",2008,11,12,3,5,5,4,4,4,3,5,4,4.11111111111111
3712,7712,864,"China",1.00668686928995,"20210505","Boy",2008,9,12,4,3,4,3,5,3,3,3,3,3.44444444444444
3713,7713,1406,"China",1.06885639484151,"20210505","Boy",2007,2,14,5,4,4,5,5,5,4,5,3,4.44444444444444
3714,7714,921,"China",1.00668686928995,"20210505","Boy",2008,5,13,3,2,4,4,4,4,3,2,3,3.22222222222222
3715,7715,1215,"China",0.91818301207117,"20210505","Girl",2007,6,13,3,2,2,4,3,4,3,4,4,3.22222222222222
3716,7716,421,"China",0.835001243046426,"20210505","Boy",2007,11,13,4,5,5,4,5,4,5,4,4,4.44444444444444
3717,7717,915,"China",0.835001243046426,"20210505","Boy",2007,5,14,4,4,3,3,4,3,4,2,2,3.22222222222222
3720,7720,496,"China",1.00668686928995,"20210505","Boy",2008,6,12,3,4,2,2,3,2,4,4,3,3
3721,7721,494,"China",1.1069717435208,"20210505","Girl",2008,12,12,5,5,5,4,4,5,5,4,5,4.66666666666667
3722,7722,207,"China",1.1069717435208,"20210505","Girl",2009,3,12,3,4,3,5,4,3,4,5,4,3.88888888888889
3724,7724,1024,"China",1.17533451867274,"20210505","Girl",2007,3,14,4,4,4,5,4,5,4,2,4,4
3727,7727,1221,"China",1.1069717435208,"20210505","Girl",2008,4,13,4,4,4,4,3,4,3,2,4,3.55555555555556
3729,7729,829,"China",1.17533451867274,"20210505","Girl",2006,9,14,5,5,3,5,5,5,5,4,5,4.66666666666667
3733,7733,200,"China",1.00668686928995,"20210505","Boy",2008,7,12,5,4,4,5,4,5,4,2,2,3.88888888888889
3737,7737,2265,"China",1.1069717435208,"20210505","Girl",2009,3,12,3,3,3,3,3,3,3,3,3,3
3738,7738,533,"China",0.835001243046426,"20210505","Boy",2007,8,13,5,3,4,3,2,4,4,5,5,3.88888888888889
3742,7742,399,"China",1.1069717435208,"20210505","Girl",2008,5,13,2,2,4,2,2,2,4,4,4,2.88888888888889
3745,7745,768,"China",1.06885639484151,"20210505","Boy",2006,9,14,4,5,4,4,2,4,5,5,4,4.11111111111111
3749,7749,900,"China",1.00668686928995,"20210505","Boy",2008,5,13,4,4,4,4,3,5,3,2,5,3.77777777777778
3750,7750,694,"China",0.91818301207117,"20210505","Girl",2007,4,14,3,4,2,5,4,5,3,3,4,3.66666666666667
3751,7751,612,"China",1.1069717435208,"20210505","Girl",2009,1,12,5,3,5,5,5,5,5,3,5,4.55555555555556
3754,7754,530,"China",1.00668686928995,"20210505","Boy",2008,5,13,3,4,4,4,4,4,4,4,4,3.88888888888889
3759,7759,778,"China",1.06885639484151,"20210506","Boy",2006,12,14,4,4,4,4,3,4,4,3,4,3.77777777777778
3767,7767,1734,"China",0.835001243046426,"20210506","Boy",2007,12,13,4,5,3,4,4,5,4,4,4,4.11111111111111
3771,7771,714,"China",0.835001243046426,"20210506","Boy",2007,12,13,5,5,5,5,5,5,5,5,5,5
3773,7773,537,"China",1.00668686928995,"20210506","Boy",2008,4,13,5,5,5,5,4,5,4,4,5,4.66666666666667
3775,7775,1105,"China",1.06885639484151,"20210506","Boy",2007,2,14,4,4,4,3,4,4,3,4,4,3.77777777777778
3776,7776,911,"China",0.835001243046426,"20210506","Boy",2007,10,13,4,5,4,5,4,5,5,3,5,4.44444444444444
3783,7783,271,"China",1.06885639484151,"20210506","Boy",2007,3,14,3,3,3,3,3,3,3,3,3,3
3786,7786,933,"China",0.835001243046426,"20210506","Boy",2007,7,13,4,4,4,4,3,4,4,3,4,3.77777777777778
3791,7791,426,"China",1.06885639484151,"20210506","Boy",2006,11,14,4,4,4,4,3,5,4,4,4,4
3796,7796,532,"China",1.00668686928995,"20210506","Boy",2009,1,12,4,5,4,5,4,5,5,3,5,4.44444444444444
3800,7800,1085,"China",1.00668686928995,"20210506","Boy",2008,7,12,4,4,4,4,4,4,4,4,5,4.11111111111111
3803,7803,327,"China",1.00668686928995,"20210506","Boy",2009,2,12,5,5,5,5,5,5,5,5,5,5
3805,7805,367,"China",1.00668686928995,"20210506","Boy",2008,10,12,4,5,5,4,3,5,4,4,5,4.33333333333333
3807,7807,567,"China",0.835001243046426,"20210507","Boy",2007,12,13,4,3,4,3,2,2,2,4,4,3.11111111111111
3813,7813,609,"China",1.17533451867274,"20210507","Girl",2007,1,14,5,5,4,4,3,5,5,3,5,4.33333333333333
3819,7819,251,"China",1.17533451867274,"20210507","Girl",2007,3,14,3,4,3,2,2,4,2,4,4,3.11111111111111
3820,7820,367,"China",0.91818301207117,"20210507","Girl",2007,4,14,5,4,4,5,4,5,4,2,4,4.11111111111111
3822,7822,328,"China",0.91818301207117,"20210507","Girl",2007,5,14,4,5,4,4,5,5,5,4,5,4.55555555555556
3824,7824,522,"China",0.91818301207117,"20210507","Girl",2007,8,13,1,4,5,4,5,2,4,5,5,3.88888888888889
3825,7825,416,"China",1.17533451867274,"20210507","Girl",2006,11,14,4,4,4,4,4,4,4,3,5,4
3832,7832,626,"China",1.00668686928995,"20210507","Boy",2008,9,12,4,5,2,3,5,5,3,5,3,3.88888888888889
3843,7843,504,"China",1.00668686928995,"20210507","Boy",2008,12,12,4,4,4,5,4,4,4,3,4,4
3852,7852,380,"China",0.835001243046426,"20210508","Boy",2007,5,14,5,5,5,5,4,5,4,4,5,4.66666666666667
3859,7859,254,"China",1.17533451867274,"20210508","Girl",2006,7,14,4,4,4,4,4,4,4,3,3,3.77777777777778
3862,7862,913,"China",0.91818301207117,"20210508","Girl",2008,2,13,4,4,4,4,5,5,4,4,4,4.22222222222222
3863,7863,767,"China",0.835001243046426,"20210508","Boy",2007,10,13,5,5,5,4,5,5,4,5,3,4.55555555555556
3873,7873,339,"China",0.91818301207117,"20210508","Girl",2007,6,13,4,5,4,5,4,4,4,2,4,4
3874,7874,462,"China",1.06885639484151,"20210509","Boy",2006,9,14,5,4,5,4,4,5,4,4,4,4.33333333333333
3878,7878,726,"China",0.91818301207117,"20210509","Girl",2007,8,13,5,5,4,4,2,3,4,4,5,4
3880,7880,237,"China",0.835001243046426,"20210509","Boy",2008,2,13,3,4,4,4,3,4,5,4,4,3.88888888888889
3881,7881,593,"China",1.00668686928995,"20210509","Boy",2008,7,12,4,3,4,4,4,3,4,4,4,3.77777777777778
3885,7885,1510,"China",0.91818301207117,"20210509","Girl",2007,4,14,4,5,4,4,3,5,4,4,3,4
3892,7892,552,"China",1.00668686928995,"20210509","Boy",2008,12,12,4,3,2,4,2,3,4,2,4,3.11111111111111
3899,7899,853,"China",0.835001243046426,"20210509","Boy",2007,9,13,5,5,5,5,3,5,3,2,5,4.22222222222222
3900,7900,712,"China",0.91818301207117,"20210509","Girl",2008,3,13,5,5,3,5,5,5,3,5,5,4.55555555555556
3902,7902,1121,"China",0.91818301207117,"20210509","Girl",2007,10,13,4,5,5,5,5,5,4,3,5,4.55555555555556
3903,7903,813,"China",0.835001243046426,"20210509","Boy",2007,11,13,5,5,4,4,4,5,3,4,5,4.33333333333333
3904,7904,411,"China",0.835001243046426,"20210510","Boy",2007,5,14,5,5,4,4,5,3,2,3,3,3.77777777777778
3905,7905,466,"China",0.91818301207117,"20210510","Girl",2007,6,13,5,3,5,4,4,5,4,3,4,4.11111111111111
3909,7909,349,"China",1.00668686928995,"20210510","Boy",2008,6,12,5,5,5,5,5,5,4,4,4,4.66666666666667
3913,7913,777,"China",0.835001243046426,"20210510","Boy",2007,7,13,5,5,2,4,4,5,5,5,4,4.33333333333333
3914,7914,339,"China",1.1069717435208,"20210510","Girl",2008,10,12,4,4,4,4,5,3,4,3,3,3.77777777777778
3916,7916,1235,"China",1.00668686928995,"20210510","Boy",2008,9,12,3,4,5,3,4,4,4,5,5,4.11111111111111
3920,7920,637,"China",0.91818301207117,"20210510","Girl",2008,2,13,5,4,5,4,2,5,4,3,4,4
3922,7922,989,"China",1.06885639484151,"20210510","Boy",2006,10,14,4,4,4,4,4,4,4,4,5,4.11111111111111
3928,7928,1141,"China",1.1069717435208,"20210510","Girl",2008,7,12,5,5,5,4,4,5,5,4,5,4.66666666666667
3930,7930,1343,"China",1.00668686928995,"20210510","Boy",2008,6,12,5,5,4,5,2,5,5,2,5,4.22222222222222
3933,7933,396,"China",1.06885639484151,"20210510","Boy",2006,12,14,5,5,5,5,4,5,5,5,5,4.88888888888889
3934,7934,237,"China",0.91818301207117,"20210510","Girl",2008,1,13,4,5,4,4,3,4,4,3,4,3.88888888888889
3935,7935,1029,"China",1.00668686928995,"20210510","Boy",2009,1,12,4,5,3,3,4,5,3,4,5,4
3936,7936,534,"China",1.1069717435208,"20210511","Girl",2008,5,13,4,4,4,4,3,4,4,3,4,3.77777777777778
3937,7937,413,"China",0.835001243046426,"20210511","Boy",2008,3,13,5,4,4,4,3,4,4,4,5,4.11111111111111
3939,7939,394,"China",1.1069717435208,"20210511","Girl",2009,3,12,5,5,5,3,5,5,5,5,5,4.77777777777778
3940,7940,982,"China",1.00668686928995,"20210511","Boy",2009,1,12,5,5,5,5,4,5,4,2,5,4.44444444444444
3944,7944,543,"China",1.1069717435208,"20210511","Girl",2009,2,12,4,5,5,5,4,4,4,5,5,4.55555555555556
